id,incident_date,district,bias_code,bias_code_2,bias,status,#_of_victims,victim_type,#_of_suspects,#_suspects_<_18_of_age,#_suspects_18-35_of_age,#_suspects_36-45_of_age,#_suspects_46-55_of_age,#_suspects_>_55_of_age,suspect_known/unknown,year,month,year_month
230027317,2023-05-01,2,Anti-Black,NA,Social Media,Closed-Admin,NA,School/College,2,2,NA,NA,NA,NA,Known,2023,5,2023-05-01
230020782,2023-05-01,1,Anti-Asian,Anti-Homosexual,Written Intimidation/Simple Assault,Open,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,5,2023-05-01
230020354,2023-04-28,2,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,4,2023-04-01
230020931,2023-04-28,4,Anti-Homosexual,NA,Verbal Intimidation/Simple Assault,Open,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,4,2023-04-01
230020262,2023-04-27,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,4,2023-04-01
230020099,2023-04-26,2,Anti-Black,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,4,2023-04-01
230020654,2023-04-26,4,Anti-Jewish,NA,Vandalism,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,4,2023-04-01
230019930,2023-04-26,6,Anti-Black,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2023,4,2023-04-01
230019890,2023-04-25,2,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,4,2023-04-01
230019893,2023-04-23,2,Anti-Black,NA,Other,Closed-Admin,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,4,2023-04-01
230019546,2023-04-21,5,Anti-Jewish,NA,Vandalism,Closed-Exception,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,4,2023-04-01
230018926,2023-04-20,2,Anti-Homosexual,Anti-Mental Disability,Verbal Intimidation/Simple Assault,UNF,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,4,2023-04-01
23009960,2023-04-20,1,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,4,2023-04-01
230019502,2023-04-19,1,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Closed-Admin,2,Individual(s),1,1,NA,NA,NA,NA,Known,2023,4,2023-04-01
230018694,2023-04-19,6,Anti-White,NA,Verbal Intimidation/Simple Assault,Open,2,Individual(s),1,NA,1,NA,NA,NA,Known,2023,4,2023-04-01
230018284,2023-04-17,5,Anti-Transgender,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,4,2023-04-01
230018323,2023-04-17,6,Anti-Black,NA,Vandalism,Closed-Arrest,NA,Religious Organization,NA,NA,NA,NA,NA,NA,Unknown,2023,4,2023-04-01
230018655,2023-04-17,4,Anti-Jewish,NA,Vandalism,Open,NA,Society,1,NA,NA,NA,NA,NA,Unknown,2023,4,2023-04-01
230018015,2023-04-15,5,Anti-Black,NA,Assault (physical),Open,1,Individual(s),1,NA,NA,NA,1,NA,Known,2023,4,2023-04-01
230017597,2023-04-13,1,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,4,2023-04-01
230017533,2023-04-12,3,Anti-Hispanic,NA,Physical Intimidation/Simple Assault,Open,1,Individual(s),1,NA,1,NA,NA,NA,Known,2023,4,2023-04-01
230017586,2023-04-12,1,Anti-Jewish,NA,Other,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,4,2023-04-01
230017431,2023-04-12,1,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,4,2023-04-01
230017474,2023-04-11,5,Anti-Hispanic,Anti-Black,Physical Intimidation/Simple Assault,Open,1,Individual(s),1,1,NA,NA,NA,NA,Unknown,2023,4,2023-04-01
230016944,2023-04-09,5,Anti-Black,NA,Physical Intimidation/Simple Assault,Open,2,Individual(s),2,NA,2,NA,NA,NA,Known,2023,4,2023-04-01
230016911,2023-04-08,5,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Closed-Arrest,1,Individual(s),1,NA,NA,NA,NA,NA,Known,2023,4,2023-04-01
230016543,2023-04-06,2,Anti-Black,NA,Assault (physical),Open,1,Individual(s),1,NA,NA,NA,NA,1,Known,2023,4,2023-04-01
230015828,2023-04-02,2,Anti-Black,NA,Vandalism,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,4,2023-04-01
230015803,2023-04-02,2,Anti-Jewish,NA,Vandalism,Open,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2023,4,2023-04-01
230016124,2023-04-01,2,Anti-Homosexual,NA,Social Media,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,4,2023-04-01
230015406,2023-03-30,4,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,1,NA,NA,NA,Known,2023,3,2023-03-01
230017780,2023-03-30,4,Anti-Jewish,Anti-Black,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230015120,2023-03-29,2,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230015326,2023-03-29,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230015371,2023-03-29,3,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,3,2023-03-01
230014968,2023-03-28,6,Anti-Homosexual,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,3,2023-03-01
230014723,2023-03-27,2,Anti-Transgender,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230014744,2023-03-27,5,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230014972,2023-03-27,2,Anti-Transgender,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,3,2023-03-01
230014330,2023-03-24,2,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230014784,2023-03-24,3,Anti-Jewish,NA,Vandalism,Open,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,3,2023-03-01
230014045,2023-03-23,2,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230014083,2023-03-23,2,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230013767,2023-03-21,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,1,NA,NA,Known,2023,3,2023-03-01
230013644,2023-03-20,2,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230013241,2023-03-18,2,Anti-Asian,NA,Verbal Intimidation/Simple Assault,UNF,2,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230013007,2023-03-17,1,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230012963,2023-03-16,2,Anti-Jewish,NA,Other,Open,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,3,2023-03-01
230012742,2023-03-15,1,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230012654,2023-03-15,1,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230012563,2023-03-15,1,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230012455,2023-03-14,4,Anti-Homosexual,NA,Other,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230012475,2023-03-14,1,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,3,2023-03-01
230012410,2023-03-14,5,Anti-Hispanic,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),2,2,NA,NA,NA,NA,Known,2023,3,2023-03-01
230012558,2023-03-14,2,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230012396,2023-03-14,1,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230015494,2023-03-13,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,3,2023-03-01
230011699,2023-03-10,4,Anti-Black,NA,Vandalism,Closed-Arrest,4,Individual(s),4,2,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230011746,2023-03-09,1,Anti-Homosexual,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230011548,2023-03-08,2,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230011144,2023-03-06,4,Anti-Hispanic,NA,Verbal Intimidation/Simple Assault,Closed-Admin,2,Individual(s),1,1,NA,NA,NA,NA,Known,2023,3,2023-03-01
230011011,2023-03-06,1,Anti-Arab,NA,Verbal Intimidation/Simple Assault,Closed-Admin,2,Individual(s),1,1,NA,NA,NA,NA,Known,2023,3,2023-03-01
230010828,2023-03-05,2,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,Other,1,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230010514,2023-03-03,1,Anti-Jewish,NA,Assault (simple),Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,3,2023-03-01
230010174,2023-03-02,4,Anti-Black,Anti-Homosexual,Verbal Intimidation/Simple Assault,Open,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,3,2023-03-01
230010241,2023-03-01,2,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230010143,2023-03-01,5,Anti-Black,Anti-Islamic,Social Media,Closed-Admin,NA,Society,1,NA,1,NA,NA,NA,Known,2023,3,2023-03-01
230010163,2023-03-01,1,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,3,2023-03-01
230010167,2023-03-01,4,Anti-Jewish,NA,Other,Open,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,3,2023-03-01
230010320,2023-03-01,4,Anti-Black,NA,Other,Open,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,3,2023-03-01
230009742,2023-02-27,6,Anti-Homosexual,NA,Assault (simple),Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230009835,2023-02-27,2,Anti-Black,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230009616,2023-02-26,3,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,NA,Business/Financial Institution,1,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230009237,2023-02-24,2,Anti-Jewish,NA,Flyer Left Behind,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230009754,2023-02-24,4,Anti-Black,NA,Physical Intimidation/Simple Assault,Open,1,Individual(s),4,4,NA,NA,NA,NA,Known,2023,2,2023-02-01
230009325,2023-02-24,4,Anti-Black,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230009263,2023-02-24,1,Anti-Jewish,NA,Vandalism,Open,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,2,2023-02-01
230009025,2023-02-24,4,Anti-Homosexual,Anti-Jewish,Flyer Left Behind,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230009337,2023-02-24,1,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230009352,2023-02-24,2,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Open,2,Individual(s),1,NA,NA,1,NA,NA,Known,2023,2,2023-02-01
230009328,2023-02-24,4,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,2,2023-02-01
230009133,2023-02-23,1,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Known,2023,2,2023-02-01
230009142,2023-02-23,3,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230009104,2023-02-23,1,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,2,2023-02-01
230008880,2023-02-22,4,Anti-Jewish,NA,Other,Open,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,2,2023-02-01
230009733,2023-02-22,1,Anti-Black,Anti-Jewish,Other,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230010187,2023-02-21,2,Anti-Black,NA,Other,Open,1,Individual(s),2,2,NA,NA,NA,NA,Known,2023,2,2023-02-01
230008881,2023-02-21,4,Anti-Jewish,NA,Other,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,2,2023-02-01
230008868,2023-02-21,1,Anti-Jewish,NA,Vandalism,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,2,2023-02-01
230008686,2023-02-21,2,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230008670,2023-02-21,2,Anti-Black,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230010834,2023-02-20,4,Anti-Hispanic,NA,Vandalism,Open,1,Individual(s),3,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230008665,2023-02-18,2,Anti-Black,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,2,2023-02-01
230008053,2023-02-17,5,Anti-Black,NA,Vandalism,Closed-Exception,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,2,2023-02-01
230007860,2023-02-17,3,Anti-Jewish,NA,Other,Closed-Exception,NA,School/College,2,2,NA,NA,NA,NA,Known,2023,2,2023-02-01
230008031,2023-02-17,4,Anti-Homosexual,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230008051,2023-02-17,4,Anti-Black,Anti-Homosexual,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230008095,2023-02-17,2,Anti-Black,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230008133,2023-02-16,1,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230007677,2023-02-14,1,Anti-Multi-Racial,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230007316,2023-02-13,2,Anti-Transgender,Anti-Hispanic,Vandalism,Closed-Admin,2,Individual(s),2,2,NA,NA,NA,NA,Known,2023,2,2023-02-01
230007694,2023-02-13,2,Anti-Homosexual,NA,Vandalism,Open,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,2,2023-02-01
230007299,2023-02-13,2,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230006941,2023-02-11,1,Anti-Catholic,NA,Vandalism,Open,NA,Religious Organization,2,2,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230006819,2023-02-10,4,Anti-Homosexual,NA,Other,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,2,2023-02-01
230006862,2023-02-10,2,Anti-Jewish,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230006818,2023-02-09,4,Anti-Jewish,Anti-Hispanic,Physical Intimidation/Simple Assault,Closed-Exception,2,Individual(s),1,1,NA,NA,NA,NA,Known,2023,2,2023-02-01
230006747,2023-02-09,2,Anti-Jewish,NA,Flyer Left Behind,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230006802,2023-02-09,1,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230007298,2023-02-08,4,Anti-Jewish,NA,Other,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,2,2023-02-01
230006559,2023-02-08,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,2,Individual(s),1,NA,NA,NA,NA,NA,Known,2023,2,2023-02-01
230006407,2023-02-08,4,Anti-Black,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,2,2023-02-01
230006861,2023-02-08,4,Anti-Black,NA,Vandalism,Open,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,2,2023-02-01
230006359,2023-02-07,1,Anti-Transgender,NA,Other,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230006370,2023-02-07,4,Anti-Jewish,NA,Flyer Left Behind,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230006216,2023-02-07,1,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230005587,2023-02-03,5,Anti-Jewish,NA,Vandalism,Inactive,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230005629,2023-02-03,1,Anti-Black,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230005480,2023-02-02,1,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230005547,2023-02-02,4,Anti-Jewish,NA,Flyer Left Behind,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230005378,2023-02-01,5,Anti-Black,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230005580,2023-02-01,1,Anti-Jewish,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2023,2,2023-02-01
230005215,2023-01-31,4,Anti-Jewish,NA,Vandalism,Open,NA,Religious Organization,NA,NA,NA,NA,NA,NA,Unknown,2023,1,2023-01-01
230005082,2023-01-31,4,Anti-Homosexual,NA,Vandalism,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,1,2023-01-01
230005105,2023-01-31,4,Anti-Multi-Racial,Anti-Homosexual,Other,Closed-Admin,NA,Society,2,2,NA,NA,NA,NA,Known,2023,1,2023-01-01
230005011,2023-01-30,2,Anti-Jewish,NA,Vandalism,Inactive,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,1,2023-01-01
230004290,2023-01-27,6,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,1,2023-01-01
230004348,2023-01-26,2,Anti-Islamic,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,1,2023-01-01
230004231,2023-01-26,1,Anti-Jewish,NA,Other,Closed-Admin,1,Individual(s),2,2,NA,NA,NA,NA,Known,2023,1,2023-01-01
230004058,2023-01-25,2,Anti-Jewish,NA,Vandalism,Inactive,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,1,2023-01-01
230004086,2023-01-25,5,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,1,2023-01-01
230004128,2023-01-25,6,Anti-Jewish,NA,Assault (simple),Closed-Arrest,1,Individual(s),5,NA,1,NA,NA,NA,Unknown,2023,1,2023-01-01
230003850,2023-01-24,2,Anti-Jewish,NA,Social Media,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,1,2023-01-01
230005238,2023-01-23,2,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,1,2023-01-01
230003579,2023-01-22,4,Anti-Homosexual,NA,Vandalism,Open,NA,Religious Organization,NA,NA,NA,NA,NA,NA,Unknown,2023,1,2023-01-01
230003528,2023-01-21,2,Anti-Jewish,NA,Flyer Left Behind,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2023,1,2023-01-01
230002865,2023-01-18,2,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,1,2023-01-01
230002716,2023-01-17,2,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,1,Known,2023,1,2023-01-01
230002693,2023-01-17,2,Anti-Black,NA,Assault (physical),Closed-Arrest,1,Individual(s),1,NA,NA,1,NA,NA,Known,2023,1,2023-01-01
230003252,2023-01-13,1,Anti-Black,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,1,2023-01-01
230001712,2023-01-11,5,Anti-Homosexual,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,1,2023-01-01
230001293,2023-01-03,1,Anti-Jewish,NA,Social Media,Closed-Admin,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2023,1,2023-01-01
230000308,2023-01-02,3,Anti-Black,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2023,1,2023-01-01
230005113,2023-01-01,4,Anti-White,NA,Written Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,1,2023-01-01
220057841,2022-12-30,2,Anti-Islamic,NA,Vandalism,Open,1,Individual(s),1,NA,NA,NA,1,NA,Known,2022,12,2022-12-01
220056569,2022-12-21,1,Anti-Islamic,NA,Vandalism,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2022,12,2022-12-01
220056400,2022-12-20,2,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Open,NA,Religious Organization,1,NA,NA,NA,NA,NA,Unknown,2022,12,2022-12-01
220056583,2022-12-20,2,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2022,12,2022-12-01
220055882,2022-12-16,2,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2022,12,2022-12-01
220054660,2022-12-10,4,Anti-Transgender,NA,Vandalism,Open,1,Individual(s),2,2,NA,NA,NA,NA,Unknown,2022,12,2022-12-01
220054294,2022-12-08,5,Anti-Male Homosexual,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2022,12,2022-12-01
220054075,2022-12-07,4,Anti-Jewish,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2022,12,2022-12-01
220053589,2022-12-04,3,Anti-Jewish,NA,Vandalism,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2022,12,2022-12-01
220053279,2022-12-02,5,Anti-Black,NA,Vandalism,Open,1,Individual(s),1,NA,1,NA,NA,NA,Known,2022,12,2022-12-01
220052835,2022-11-30,4,Anti-Jewish,Anti-Black,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2022,11,2022-11-01
220053003,2022-11-30,2,Anti-Jewish,NA,Vandalism,Open,NA,School/College,1,1,NA,NA,NA,NA,Known,2022,11,2022-11-01
220053730,2022-11-28,4,Anti-Jewish,NA,Vandalism,Open,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2022,11,2022-11-01
220051294,2022-11-20,1,Anti-Black,NA,Verbal Intimidation/Simple Assault,N/A,4,Individual(s),2,NA,2,NA,NA,NA,Unknown,2022,11,2022-11-01
220050599,2022-11-16,4,Anti-Jewish,NA,Other,Open,NA,Other,1,1,NA,NA,NA,NA,Known,2022,11,2022-11-01
220050289,2022-11-14,2,Anti-Jewish,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2022,11,2022-11-01
220050210,2022-11-14,2,Anti-Jewish,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2022,11,2022-11-01
220050201,2022-11-14,2,Anti-Jewish,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2022,11,2022-11-01
220050263,2022-11-14,2,Anti-Black,NA,Vandalism,Open,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2022,11,2022-11-01
220050366,2022-11-12,2,Anti-Hispanic,Anti-Jewish,Vandalism,Open,NA,Society,3,NA,NA,NA,NA,NA,NA,2022,11,2022-11-01
220049506,2022-11-09,4,Anti-Transgender,NA,Verbal Intimidation/Simple Assault,Closed-Admin,2,Individual(s),1,1,NA,NA,NA,NA,Known,2022,11,2022-11-01
220049461,2022-11-09,4,Anti-Black,Anti-Hispanic,Written Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2022,11,2022-11-01
220049230,2022-11-08,2,Anti-Jewish,NA,Other,Open,8,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2022,11,2022-11-01
220048927,2022-11-06,2,Anti-Jewish,Anti-Homosexual,Other,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2022,11,2022-11-01
220048453,2022-11-03,4,Anti-Male Homosexual,NA,Vandalism,Open,1,Individual(s),3,NA,NA,NA,NA,NA,Known,2022,11,2022-11-01
220048263,2022-11-02,1,Anti-Black,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2022,11,2022-11-01
220048454,2022-11-02,5,Anti-Black,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2022,11,2022-11-01
220048199,2022-11-01,1,Anti-Multi-Racial,Anti-Multi-Religious Group,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2022,11,2022-11-01
220048396,2022-10-31,3,Anti-Jewish,NA,Vandalism,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2022,10,2022-10-01
220047177,2022-10-27,1,Anti-Black,Anti-Jewish,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2022,10,2022-10-01
220046550,2022-10-23,5,Anti-Black,NA,Assault (simple),Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2022,10,2022-10-01
